Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),accepter, ,to accept,,,,http://project-modelino.com/french-phonetic-transcription-converter.php?site_language=english
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),accompagner,,to accompany,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),actualiser,,to bring up to date,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),adorer,,"to adore, love",,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),afficher,,to post; to display (computer),,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),aider,,to help,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),aimer,,"to like, love",,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),allumer,,"to light, to turn on (an applience)",,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),apporter,,to bring,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),apprécier,,to appreciate,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),arriver,,to arrive,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),bavarder,,to chat,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),casser,,to break,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),cesser,,to stop,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),chanter,,to sing,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),chercher,,to look for,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),cliquer,,to click (computer),,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),coller,,to paste (computer),,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),continuer,,to continue,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),copier,,to copy,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),couper,,to cut,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),créer,,to create,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),danser,,to dance,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),débouger,,to debug,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),décider,,to decide,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),déjeuner,,to have lunch,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),demander,,"to ask, ask for",,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),dépenser,,to spend (money),,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),désirer,,"to desire, want",,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),dessiner,,to draw,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),détester,,to hate,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),dîner,,to have dinner,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),discuter,,to discuss,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),donner,,to give,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),écouter,,to listen to,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),éediter,,to edit,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),emporter,,"to carry/take away, carry off",,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),emprunter,,to borrow,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),enseigner,,to teach,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),entrer,,"to go/come in, enter",,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),étudier,,to study,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),exporter,,to export,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),fermer,,to close; to turn off (an applience),,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),fonder,,to found,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),formater,,to format,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),frapper,,"to strike, hit",,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),gagner,,"to earn, win",,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),garder,,to keep,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),habiter,,to live (reside),,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),hésiter,,to hesitate,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),importer,,to import,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),imprimer,,to print,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),installer,,to install,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),inviter,,to invite,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),jouer,,to play,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),laisser,,"to leave, let",,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),laver,,to wash,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),marcher,,to walk,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),monter,,to go up (stairs),,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),montrer,,to show,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),naviguer (sur Internet),,to surf the Web,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),organiser,,to organize,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),oublier,,to forger,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),parler,,to speak,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),passer,,to pass; to spend (time),,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),penser,,to think,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),photocopier,,"to photocopy, xerox",,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),porter,,"to carry, wear",,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),pousser,,to push,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),pratiquer,,to practice,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),préparer,,to prepare,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),présenter,,to present,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),prpêter,,to lend,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),quitter,,to leave (a person/place),,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),raconter,,"to tell, tell about, relate",,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),refuser,,to refuse,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),regarder,,to look at,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),remercier,,to thank,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),rencontrer,,to meet (by chance),,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),rentrer,,"to return, go back",,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),retourner,,"to return, come/go back",,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),retrouver,,to meet (by appointment),,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),rouler,,"to move, travel (of a vehicle)",,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),saluer,,to greet,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),sauvegarder,,to save (a computer file),,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),supporter,,"to bear, stand",,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),supprimer,,"to delete (a computer file), to cancel",,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),surger (sur) le Web,,to serf the Web,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),téléphoner,,to phone,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),texter,,to send a text message to,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),tourner,,to turn,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),travailler,,to cross,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),traverser,,to find,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),trouver,,to find,,,,
Chapter 1,Chapitre 1,Verbs (like *p*a*r*l*e*r),Verbes (comme  *p*a*r*l*e*r),voler,,to fly,,,,
Chapter 1,Chapitre 1,Verbs (like *f*i*n*i*r),Verbes (comme  *f*i*n*i*r),agir,,,,,,
,,,,applaudir,,,,,,
,,,,atterrir,,,,,,
,,,,avertir,,,,,,
